"district","rooms","price_€","area_sq_m","distance_to_sea_m","avg_pr_per_dist_rooms","price_deviation"
Oba,"1+1",119999.0,53.0,2700.0,132396.36,-12397.359999999986
Oba,"1+1",120000.0,53.0,2300.0,132396.36,-12396.359999999986
Oba,"1+1",120000.0,41.0,2400.0,132396.36,-12396.359999999986
Demirtaş,"1+1",83000.0,55.0,2000.0,94937.5,-11937.5
Mahmutlar,"1+0",64500.0,40.0,600.0,76200.0,-11700.0
Mahmutlar,"2+1",152500.0,105.0,600.0,164145.71,-11645.709999999992
Mahmutlar,"2+1",152500.0,80.0,250.0,164145.71,-11645.709999999992
Mahmutlar,"2+1",152500.0,115.0,200.0,164145.71,-11645.709999999992
Mahmutlar,"2+1",152500.0,120.0,150.0,164145.71,-11645.709999999992
Mahmutlar,"2+1",152500.0,85.0,50.0,164145.71,-11645.709999999992
Mahmutlar,"2+1",152500.0,125.0,300.0,164145.71,-11645.709999999992
Oba,"1+1",121000.0,60.0,200.0,132396.36,-11396.359999999986
Kestel,"2+1",199500.0,105.0,50.0,210711.54,-11211.540000000008
Oba,"2+1",175000.0,112.0,2500.0,186147.54,-11147.540000000008
Avsallar,"4+1",275000.0,220.0,400.0,286000.0,-11000.0
Kestel,"3+1",210000.0,200.0,200.0,221000.0,-11000.0
Avsallar,"2+1",121000.0,105.0,1400.0,131909.09,-10909.089999999997
Alanya(Center),"1+1",157500.0,58.0,1200.0,168298.97,-10798.970000000001
Alanya(Center),"1+1",157500.0,50.0,500.0,168298.97,-10798.970000000001
Avsallar,"1+1",83500.0,47.0,800.0,94188.54,-10688.539999999994
Avsallar,"1+1",83500.0,57.0,800.0,94188.54,-10688.539999999994
Mahmutlar,"1+1",105000.0,50.0,200.0,115592.19,-10592.190000000002
Mahmutlar,"1+1",105000.0,54.0,500.0,115592.19,-10592.190000000002
Mahmutlar,"1+1",105000.0,60.0,500.0,115592.19,-10592.190000000002
Mahmutlar,"1+1",105000.0,58.0,1500.0,115592.19,-10592.190000000002
Mahmutlar,"1+1",105000.0,55.0,650.0,115592.19,-10592.190000000002
Mahmutlar,"1+1",105000.0,54.0,900.0,115592.19,-10592.190000000002
Mahmutlar,"1+1",105000.0,51.0,3200.0,115592.19,-10592.190000000002
Demirtaş,"3+1",178500.0,140.0,400.0,189000.0,-10500.0
Gazipaşa,"1+1",86000.0,55.0,1400.0,96399.06,-10399.059999999998
Oba,"1+1",122000.0,59.0,1300.0,132396.36,-10396.359999999986
Cikcilli,"1+1",107500.0,60.0,1000.0,117833.33,-10333.330000000002
Avsallar,"1+1",84000.0,65.0,600.0,94188.54,-10188.539999999994
Oba,"2+1",176000.0,85.0,2000.0,186147.54,-10147.540000000008
Oba,"4+1",283500.0,230.0,200.0,293527.78,-10027.780000000028
Tosmur,"1+1",160500.0,47.0,800.0,170152.75,-9652.75
Oba,"3+1",268000.0,146.0,1000.0,277600.0,-9600.0
Mahmutlar,"1+1",106000.0,53.0,800.0,115592.19,-9592.190000000002
Demirtaş,"1+1",85400.0,48.0,2700.0,94937.5,-9537.5
Gazipaşa,"1+1",87000.0,50.0,800.0,96399.06,-9399.059999999998
Kestel,"1+1",136500.0,61.0,200.0,145889.58,-9389.579999999987
Gazipaşa,"2+1",115500.0,118.0,4000.0,124800.0,-9300.0
Avsallar,"1+1",85000.0,58.0,1300.0,94188.54,-9188.539999999994
Türkler,"1+1",148500.0,81.0,300.0,157666.67,-9166.670000000013
Tosmur,"1+1",161000.0,70.0,250.0,170152.75,-9152.75
Kargıcak,"1+1",140000.0,46.0,100.0,149085.94,-9085.940000000002
Kargıcak,"1+1",140000.0,54.0,2500.0,149085.94,-9085.940000000002
Kargıcak,"1+1",140000.0,61.0,1700.0,149085.94,-9085.940000000002
Cikcilli,"2+1",187000.0,124.0,1500.0,195942.31,-8942.309999999998
Demirtaş,"2+1",133500.0,80.0,1300.0,142200.0,-8700.0
Mahmutlar,"3+1",257500.0,207.0,2000.0,266088.24,-8588.23999999999
Alanya(Center),"2+1",195000.0,65.0,750.0,203551.52,-8551.51999999999
Tosmur,"1+1",161805.0,48.0,800.0,170152.75,-8347.75
Alanya(Center),"1+1",160000.0,59.0,700.0,168298.97,-8298.970000000001
Avsallar,"1+1",85900.0,54.0,2000.0,94188.54,-8288.539999999994
Avsallar,"1+1",86000.0,45.0,2000.0,94188.54,-8188.539999999994
Demirtaş,"1+1",87000.0,59.0,2000.0,94937.5,-7937.5
Alanya(Center),"4+1",577500.0,170.0,1000.0,585346.15,-7846.150000000023
Alanya(Center),"4+1",577500.0,212.0,1500.0,585346.15,-7846.150000000023
Mahmutlar,"2+1",156500.0,73.0,450.0,164145.71,-7645.709999999992
Kargıcak,"2+1",231000.0,110.0,50.0,238600.0,-7600.0
Mahmutlar,"1+1",108000.0,65.0,500.0,115592.19,-7592.190000000002
Avsallar,"4+1",278500.0,220.0,800.0,286000.0,-7500.0
Oba,"1+1",125000.0,50.0,2500.0,132396.36,-7396.359999999986
Oba,"1+1",125000.0,55.0,2100.0,132396.36,-7396.359999999986
Oba,"1+1",125000.0,50.0,2000.0,132396.36,-7396.359999999986
Oba,"1+1",125000.0,51.0,3000.0,132396.36,-7396.359999999986
Cikcilli,"1+1",110500.0,65.0,800.0,117833.33,-7333.330000000002
Avsallar,"1+1",87000.0,47.0,1200.0,94188.54,-7188.539999999994
Avsallar,"1+1",87000.0,50.0,1700.0,94188.54,-7188.539999999994
Mahmutlar,"2+1",157500.0,130.0,400.0,164145.71,-6645.709999999992
Mahmutlar,"2+1",157500.0,130.0,20.0,164145.71,-6645.709999999992
Oba,"1+1",126000.0,50.0,2000.0,132396.36,-6396.359999999986
Avsallar,"1+1",88000.0,55.0,300.0,94188.54,-6188.539999999994
Kargıcak,"1+1",143000.0,55.0,1000.0,149085.94,-6085.940000000002
Payallar,"1+1",85500.0,50.0,900.0,91518.52,-6018.520000000004
Demirtaş,"1+1",89000.0,45.0,3500.0,94937.5,-5937.5
Avsallar,"2+1",126000.0,95.0,800.0,131909.09,-5909.0899999999965
Avsallar,"2+1",126000.0,105.0,250.0,131909.09,-5909.0899999999965
Avsallar,"2+1",126000.0,110.0,500.0,131909.09,-5909.0899999999965
Avsallar,"2+1",126000.0,110.0,1000.0,131909.09,-5909.0899999999965
Kestel,"1+1",140000.0,50.0,60.0,145889.58,-5889.579999999987
Demirtaş,"1+1",89200.0,70.0,700.0,94937.5,-5737.5
Alanya(Center),"2+1",198000.0,100.0,600.0,203551.52,-5551.5199999999895
Payallar,"1+1",86000.0,67.0,2800.0,91518.52,-5518.520000000004
Oba,"1+1",127000.0,56.0,3000.0,132396.36,-5396.359999999986
Payallar,"1+1",86250.0,73.0,2500.0,91518.52,-5268.520000000004
Avsallar,"1+1",89000.0,50.0,1500.0,94188.54,-5188.539999999994
Türkler,"1+1",152500.0,85.0,300.0,157666.67,-5166.670000000013
Mahmutlar,"2+1",159000.0,75.0,1300.0,164145.71,-5145.709999999992
Mahmutlar,"1+1",110500.0,55.0,200.0,115592.19,-5092.190000000002
Mahmutlar,"1+1",110500.0,75.0,800.0,115592.19,-5092.190000000002
Mahmutlar,"1+1",110500.0,51.0,400.0,115592.19,-5092.190000000002
Mahmutlar,"1+1",110500.0,70.0,250.0,115592.19,-5092.190000000002
Mahmutlar,"1+1",110500.0,65.0,1500.0,115592.19,-5092.190000000002
Mahmutlar,"1+1",110500.0,55.0,700.0,115592.19,-5092.190000000002
Demirtaş,"1+1",90000.0,65.0,2500.0,94937.5,-4937.5
Avsallar,"1+1",89500.0,57.0,2000.0,94188.54,-4688.539999999994
Oba,"2+1",181500.0,120.0,400.0,186147.54,-4647.540000000008
Okurcalar,"1+1",116000.0,47.0,100.0,120500.0,-4500.0
Avsallar,"1+1",90000.0,55.0,1000.0,94188.54,-4188.539999999994
Kargıcak,"1+1",145000.0,57.0,300.0,149085.94,-4085.9400000000023
Kargıcak,"1+1",145000.0,62.0,100.0,149085.94,-4085.9400000000023
Kargıcak,"1+1",145000.0,50.0,217.0,149085.94,-4085.9400000000023
Alanya(Center),"2+1",199500.0,110.0,700.0,203551.52,-4051.5199999999895
Alanya(Center),"2+1",199500.0,88.0,370.0,203551.52,-4051.5199999999895
Demirtaş,"1+1",91000.0,45.0,2000.0,94937.5,-3937.5
Oba,"1+1",129000.0,51.0,1300.0,132396.36,-3396.359999999986
Oba,"1+1",129000.0,55.0,2700.0,132396.36,-3396.359999999986
Oba,"1+1",129000.0,55.0,1500.0,132396.36,-3396.359999999986
Oba,"1+1",129000.0,52.0,1750.0,132396.36,-3396.359999999986
Alanya(Center),"1+1",165000.0,53.0,350.0,168298.97,-3298.970000000001
Alanya(Center),"1+1",165000.0,57.0,600.0,168298.97,-3298.970000000001
Kargıcak,"3+1",350000.0,200.0,4000.0,353267.86,-3267.859999999986
Avsallar,"1+1",91000.0,57.0,800.0,94188.54,-3188.5399999999936
Avsallar,"1+1",91000.0,55.0,650.0,94188.54,-3188.5399999999936
Avsallar,"1+1",91000.0,58.0,800.0,94188.54,-3188.5399999999936
Avsallar,"1+1",91000.0,47.0,550.0,94188.54,-3188.5399999999936
Tosmur,"2+1",163000.0,90.0,50.0,165903.23,-2903.2300000000105
Tosmur,"2+1",163000.0,130.0,400.0,165903.23,-2903.2300000000105
Alanya(Center),"1+1",165500.0,59.0,250.0,168298.97,-2798.970000000001
Alanya(Center),"3+1",375000.0,145.0,50.0,377776.32,-2776.320000000007
Kargıcak,"2+1",236000.0,103.0,300.0,238600.0,-2600.0
Oba,"1+1",130000.0,47.0,2000.0,132396.36,-2396.359999999986
Oba,"1+1",130000.0,52.0,2500.0,132396.36,-2396.359999999986
Cikcilli,"1+1",115500.0,65.0,850.0,117833.33,-2333.3300000000017
Alanya(Center),"1+1",166000.0,50.0,370.0,168298.97,-2298.970000000001
Avsallar,"1+1",92000.0,51.0,2000.0,94188.54,-2188.5399999999936
Avsallar,"1+1",92000.0,55.0,1400.0,94188.54,-2188.5399999999936
Tosmur,"1+1",168000.0,55.0,120.0,170152.75,-2152.75
Oba,"2+1",184000.0,110.0,200.0,186147.54,-2147.540000000008
Mahmutlar,"1+1",113500.0,50.0,600.0,115592.19,-2092.1900000000023
Payallar,"1+1",90000.0,56.0,2000.0,91518.52,-1518.520000000004
Gazipaşa,"1+1",95000.0,57.0,3000.0,96399.06,-1399.0599999999977
Oba,"1+1",131000.0,50.0,2000.0,132396.36,-1396.359999999986
Avsallar,"1+1",93000.0,55.0,1700.0,94188.54,-1188.5399999999936
Mahmutlar,"2+1",163000.0,69.0,500.0,164145.71,-1145.7099999999919
Mahmutlar,"2+1",163000.0,120.0,300.0,164145.71,-1145.7099999999919
Mahmutlar,"2+1",163000.0,110.0,1500.0,164145.71,-1145.7099999999919
Kestel,"3+1",220000.0,170.0,500.0,221000.0,-1000.0
Tosmur,"2+1",165000.0,89.0,550.0,165903.23,-903.2300000000105
Oba,"1+1",131500.0,50.0,2000.0,132396.36,-896.359999999986
Oba,"1+1",131500.0,50.0,2000.0,132396.36,-896.359999999986
Oba,"1+1",131500.0,70.0,100.0,132396.36,-896.359999999986
Oba,"1+1",131500.0,70.0,850.0,132396.36,-896.359999999986
Oba,"1+1",131500.0,52.0,1500.0,132396.36,-896.359999999986
Kestel,"1+1",145000.0,55.0,500.0,145889.58,-889.5799999999872
Mahmutlar,"4+1",289000.0,270.0,500.0,289800.0,-800.0
Avsallar,"1+1",93500.0,42.0,1400.0,94188.54,-688.5399999999936
Mahmutlar,"1+1",115000.0,50.0,800.0,115592.19,-592.1900000000023
Mahmutlar,"1+1",115000.0,50.0,1400.0,115592.19,-592.1900000000023
Mahmutlar,"1+1",115000.0,56.0,650.0,115592.19,-592.1900000000023
Konaklı,"1+1",152500.0,80.0,700.0,153062.5,-562.5
Okurcalar,"1+1",120000.0,55.0,450.0,120500.0,-500.0
Gazipaşa,"1+1",96000.0,43.0,700.0,96399.06,-399.0599999999977
Gazipaşa,"1+1",96000.0,43.0,750.0,96399.06,-399.0599999999977
Alanya(Center),"1+1",168000.0,55.0,450.0,168298.97,-298.97000000000116
Alanya(Center),"1+1",168000.0,60.0,250.0,168298.97,-298.97000000000116
Avsallar,"1+1",94000.0,44.0,1400.0,94188.54,-188.5399999999936
Mahmutlar,"1+1",115500.0,55.0,200.0,115592.19,-92.19000000000233
Mahmutlar,"1+1",115500.0,59.0,600.0,115592.19,-92.19000000000233
Mahmutlar,"1+1",115500.0,62.0,900.0,115592.19,-92.19000000000233
Mahmutlar,"1+1",115500.0,59.0,600.0,115592.19,-92.19000000000233
Alanya(Center),"4+2",331000.0,200.0,6000.0,331000.0,0.0
Avsallar,"3+2",400000.0,291.0,1800.0,400000.0,0.0
Cikcilli,"1+0",90000.0,35.0,800.0,90000.0,0.0
Cikcilli,"4+2",231000.0,240.0,1000.0,231000.0,0.0
Gazipaşa,"1+0",95000.0,46.0,2500.0,95000.0,0.0
Gazipaşa,"4+2",792000.0,280.0,500.0,792000.0,0.0
Kargıcak,"3+2",178500.0,175.0,400.0,178500.0,0.0
Kargıcak,"5+1",346500.0,190.0,700.0,346500.0,0.0
Kestel,"1+0",109000.0,40.0,50.0,109000.0,0.0
Kestel,"3+2",490000.0,248.0,5600.0,490000.0,0.0
Konaklı,"4+1",394000.0,170.0,200.0,394000.0,0.0
Mahmutlar,"2+2",139500.0,117.0,450.0,139500.0,0.0
Mahmutlar,"5+1",264000.0,220.0,500.0,264000.0,0.0
Oba,"5+1",178500.0,250.0,2000.0,178500.0,0.0
Okurcalar,"2+1",107000.0,65.0,230.0,107000.0,0.0
Payallar,"1+0",49500.0,36.0,2300.0,49500.0,0.0
Payallar,"3+2",309000.0,225.0,70.0,309000.0,0.0
Türkler,"3+1",325500.0,178.0,300.0,325500.0,0.0
Demirtaş,"1+1",95000.0,47.0,2300.0,94937.5,62.5
Gazipaşa,"1+1",96500.0,55.0,1700.0,96399.06,100.94000000000233
Oba,"1+1",132500.0,52.0,3000.0,132396.36,103.64000000001397
Cikcilli,"1+1",118000.0,65.0,850.0,117833.33,166.66999999999825
Alanya(Center),"3+1",378000.0,200.0,1000.0,377776.32,223.67999999999302
Avsallar,"3+1",265000.0,129.0,550.0,264750.0,250.0
Avsallar,"1+1",94500.0,46.0,1500.0,94188.54,311.4600000000064
Mahmutlar,"2+1",164500.0,126.0,1200.0,164145.71,354.29000000000815
Alanya(Center),"1+1",169000.0,65.0,1000.0,168298.97,701.0299999999988
Mahmutlar,"1+0",77000.0,45.0,350.0,76200.0,800.0
Avsallar,"1+1",95000.0,55.0,2000.0,94188.54,811.4600000000064
Mahmutlar,"2+1",165000.0,80.0,600.0,164145.71,854.2900000000081
Oba,"3+1",278500.0,142.0,750.0,277600.0,900.0
Kargıcak,"1+1",150000.0,88.0,2200.0,149085.94,914.0599999999977
Kestel,"1+1",147000.0,47.0,50.0,145889.58,1110.4200000000128
Avsallar,"1+1",95300.0,51.0,1200.0,94188.54,1111.4600000000064
Gazipaşa,"1+1",98000.0,59.0,1200.0,96399.06,1600.9400000000023
Alanya(Center),"1+1",170000.0,55.0,250.0,168298.97,1701.0299999999988
Alanya(Center),"2+1",205500.0,61.0,650.0,203551.52,1948.4800000000105
Tosmur,"2+1",168000.0,125.0,200.0,165903.23,2096.7699999999895
Kestel,"1+1",148000.0,50.0,300.0,145889.58,2110.420000000013
Avsallar,"1+1",96500.0,74.0,1700.0,94188.54,2311.4600000000064
Avsallar,"1+1",96500.0,64.0,1700.0,94188.54,2311.4600000000064
Avsallar,"1+1",96500.0,51.0,1000.0,94188.54,2311.4600000000064
Gazipaşa,"1+1",99000.0,55.0,1500.0,96399.06,2600.9400000000023
Oba,"1+1",135000.0,52.0,3000.0,132396.36,2603.640000000014
Oba,"1+1",135000.0,50.0,2000.0,132396.36,2603.640000000014
Kestel,"1+1",148500.0,55.0,400.0,145889.58,2610.420000000013
Avsallar,"1+1",97000.0,59.0,1000.0,94188.54,2811.4600000000064
Oba,"2+1",189000.0,110.0,300.0,186147.54,2852.459999999992
Oba,"2+1",189000.0,95.0,2500.0,186147.54,2852.459999999992
Kestel,"3+1",224000.0,160.0,300.0,221000.0,3000.0
Cikcilli,"2+1",199000.0,110.0,1000.0,195942.31,3057.6900000000023
Oba,"1+1",135500.0,50.0,3000.0,132396.36,3103.640000000014
Payallar,"1+1",95000.0,57.0,2500.0,91518.52,3481.479999999996
Payallar,"1+1",95000.0,57.0,1200.0,91518.52,3481.479999999996
Payallar,"1+1",95000.0,59.0,2000.0,91518.52,3481.479999999996
Cikcilli,"2+1",199500.0,110.0,2000.0,195942.31,3557.6900000000023
Gazipaşa,"1+1",100000.0,56.0,1600.0,96399.06,3600.9400000000023
Oba,"1+1",136000.0,50.0,2700.0,132396.36,3603.640000000014
Kargıcak,"3+1",357000.0,232.0,700.0,353267.86,3732.140000000014
Payallar,"2+1",110000.0,97.0,2200.0,106166.67,3833.3300000000017
Mahmutlar,"2+1",168000.0,90.0,150.0,164145.71,3854.290000000008
Kargıcak,"1+1",153000.0,50.0,150.0,149085.94,3914.0599999999977
Demirtaş,"1+1",99000.0,53.0,1500.0,94937.5,4062.5
Oba,"1+1",136500.0,54.0,500.0,132396.36,4103.640000000014
Kestel,"1+1",150000.0,50.0,2000.0,145889.58,4110.420000000013
Kestel,"5+1",325500.0,240.0,300.0,321166.67,4333.330000000016
Mahmutlar,"1+1",120000.0,51.0,3000.0,115592.19,4407.809999999998
Kestel,"1+1",150500.0,55.0,500.0,145889.58,4610.420000000013
Kestel,"2+1",215500.0,95.0,50.0,210711.54,4788.459999999992
Avsallar,"1+1",99000.0,50.0,1000.0,94188.54,4811.460000000006
Avsallar,"1+1",99000.0,55.0,700.0,94188.54,4811.460000000006
Payallar,"1+1",96500.0,65.0,2450.0,91518.52,4981.479999999996
Demirtaş,"1+1",100000.0,100.0,150.0,94937.5,5062.5
Mahmutlar,"2+1",169500.0,83.0,750.0,164145.71,5354.290000000008
Mahmutlar,"1+1",121000.0,65.0,1500.0,115592.19,5407.809999999998
Mahmutlar,"1+1",121000.0,58.0,600.0,115592.19,5407.809999999998
Alanya(Center),"2+1",209000.0,115.0,100.0,203551.52,5448.4800000000105
Gazipaşa,"1+1",102000.0,49.0,800.0,96399.06,5600.940000000002
Avsallar,"1+1",100000.0,50.0,600.0,94188.54,5811.460000000006
Oba,"3+1",283500.0,150.0,1500.0,277600.0,5900.0
Kargıcak,"1+1",155000.0,57.0,150.0,149085.94,5914.059999999998
Oba,"2+1",192500.0,115.0,2000.0,186147.54,6352.459999999992
Mahmutlar,"2+1",170500.0,100.0,150.0,164145.71,6354.290000000008
Alanya(Center),"2+1",210000.0,100.0,500.0,203551.52,6448.4800000000105
Alanya(Center),"2+1",210000.0,100.0,500.0,203551.52,6448.4800000000105
Gazipaşa,"1+1",103000.0,50.0,1700.0,96399.06,6600.940000000002
Alanya(Center),"1+1",175000.0,58.0,50.0,168298.97,6701.029999999999
Mahmutlar,"1+1",122500.0,55.0,600.0,115592.19,6907.809999999998
Alanya(Center),"3+1",385000.0,153.0,900.0,377776.32,7223.679999999993
Mahmutlar,"1+1",123000.0,46.0,2500.0,115592.19,7407.809999999998
Cikcilli,"2+1",203500.0,120.0,1500.0,195942.31,7557.690000000002
Avsallar,"1+1",102000.0,70.0,400.0,94188.54,7811.460000000006
Payallar,"1+1",99500.0,63.0,1900.0,91518.52,7981.479999999996
Gazipaşa,"1+1",104500.0,47.0,1100.0,96399.06,8100.940000000002
Kestel,"1+1",154000.0,62.0,50.0,145889.58,8110.420000000013
Mahmutlar,"1+1",124000.0,55.0,1500.0,115592.19,8407.809999999998
Kargıcak,"1+1",157500.0,56.0,300.0,149085.94,8414.059999999998
Gazipaşa,"1+1",104900.0,50.0,1400.0,96399.06,8500.940000000002
Gazipaşa,"1+1",105000.0,47.0,1200.0,96399.06,8600.940000000002
Gazipaşa,"1+1",105000.0,48.0,300.0,96399.06,8600.940000000002
Oba,"2+1",195000.0,110.0,3000.0,186147.54,8852.459999999992
Kestel,"3+1",230000.0,130.0,150.0,221000.0,9000.0
Kestel,"1+1",155000.0,43.0,800.0,145889.58,9110.420000000013
Kestel,"2+1",220000.0,120.0,250.0,210711.54,9288.459999999992
Payallar,"2+1",115500.0,100.0,1400.0,106166.67,9333.330000000002
Oba,"2+1",195500.0,120.0,850.0,186147.54,9352.459999999992
Mahmutlar,"2+1",173500.0,95.0,550.0,164145.71,9354.290000000008
Mahmutlar,"1+1",125000.0,55.0,1100.0,115592.19,9407.809999999998
Oba,"1+1",142000.0,70.0,750.0,132396.36,9603.640000000014
Avsallar,"1+1",104000.0,55.0,500.0,94188.54,9811.460000000006
Oba,"4+1",303500.0,250.0,700.0,293527.78,9972.219999999972
Türkler,"1+1",168000.0,85.0,300.0,157666.67,10333.329999999987
Demirtaş,"3+1",199500.0,130.0,700.0,189000.0,10500.0
Oba,"1+1",143000.0,58.0,2500.0,132396.36,10603.640000000014
Avsallar,"1+1",105000.0,60.0,1200.0,94188.54,10811.460000000006
Mahmutlar,"2+1",175000.0,130.0,50.0,164145.71,10854.290000000008
Mahmutlar,"2+1",175000.0,120.0,350.0,164145.71,10854.290000000008
Payallar,"1+1",102500.0,61.0,2000.0,91518.52,10981.479999999996
Kargıcak,"2+1",250000.0,131.0,310.0,238600.0,11400.0
Demirtaş,"1+1",106500.0,55.0,1300.0,94937.5,11562.5
Demirtaş,"1+1",106500.0,55.0,1300.0,94937.5,11562.5
Tosmur,"2+1",177500.0,125.0,300.0,165903.23,11596.76999999999
Kestel,"1+1",157500.0,55.0,50.0,145889.58,11610.420000000013
Alanya(Center),"1+1",180000.0,40.0,2000.0,168298.97,11701.029999999999
Alanya(Center),"1+1",180000.0,50.0,650.0,168298.97,11701.029999999999
Tosmur,"1+1",182000.0,65.0,50.0,170152.75,11847.25
Mahmutlar,"2+1",176000.0,130.0,500.0,164145.71,11854.290000000008
Alanya(Center),"2+1",215500.0,90.0,850.0,203551.52,11948.48000000001
Avsallar,"2+1",144000.0,125.0,1500.0,131909.09,12090.910000000003
Tosmur,"2+1",178500.0,120.0,250.0,165903.23,12596.76999999999
Tosmur,"3+1",378000.0,270.0,300.0,365000.0,13000.0
Mahmutlar,"1+1",129000.0,49.0,600.0,115592.19,13407.809999999998
Payallar,"1+1",105000.0,48.0,1800.0,91518.52,13481.479999999996
Cikcilli,"1+1",131500.0,55.0,800.0,117833.33,13666.669999999998
Cikcilli,"1+1",131500.0,60.0,800.0,117833.33,13666.669999999998
Mahmutlar,"1+0",90000.0,83.0,400.0,76200.0,13800.0
Avsallar,"1+1",108000.0,57.0,800.0,94188.54,13811.460000000006
Kargıcak,"1+1",163000.0,65.0,150.0,149085.94,13914.059999999998
Avsallar,"2+1",146000.0,100.0,800.0,131909.09,14090.910000000003
Oba,"1+1",146500.0,55.0,2000.0,132396.36,14103.640000000014
Kestel,"1+1",160000.0,45.0,700.0,145889.58,14110.420000000013
Kestel,"2+1",225000.0,90.0,50.0,210711.54,14288.459999999992
Mahmutlar,"2+1",178500.0,150.0,300.0,164145.71,14354.290000000008
Mahmutlar,"2+1",178500.0,90.0,500.0,164145.71,14354.290000000008
Mahmutlar,"1+1",130000.0,55.0,1500.0,115592.19,14407.809999999998
Mahmutlar,"1+1",130000.0,50.0,550.0,115592.19,14407.809999999998
Mahmutlar,"1+1",130000.0,42.0,1300.0,115592.19,14407.809999999998
Payallar,"1+1",106000.0,50.0,1000.0,91518.52,14481.479999999996
Oba,"1+1",147000.0,55.0,2800.0,132396.36,14603.640000000014
Gazipaşa,"1+1",111250.0,50.0,1000.0,96399.06,14850.940000000002
Oba,"1+1",147500.0,49.0,1100.0,132396.36,15103.640000000014
Kestel,"2+1",226000.0,105.0,60.0,210711.54,15288.459999999992
Demirtaş,"1+1",110400.0,49.0,1200.0,94937.5,15462.5
Gazipaşa,"3+1",302500.0,165.0,1000.0,287000.0,15500.0
Kestel,"3+1",236500.0,150.0,300.0,221000.0,15500.0
Oba,"1+1",148000.0,55.0,1700.0,132396.36,15603.640000000014
Alanya(Center),"1+1",184000.0,59.0,150.0,168298.97,15701.029999999999
Avsallar,"1+1",110000.0,65.0,800.0,94188.54,15811.460000000006
Avsallar,"1+1",110000.0,59.0,800.0,94188.54,15811.460000000006
Mahmutlar,"1+1",131500.0,55.0,500.0,115592.19,15907.809999999998
Mahmutlar,"1+1",131500.0,60.0,600.0,115592.19,15907.809999999998
Mahmutlar,"1+1",131500.0,53.0,900.0,115592.19,15907.809999999998
Mahmutlar,"1+1",131500.0,51.0,800.0,115592.19,15907.809999999998
Kargıcak,"1+1",165000.0,52.0,2700.0,149085.94,15914.059999999998
Avsallar,"1+1",110500.0,60.0,550.0,94188.54,16311.460000000006
Mahmutlar,"1+1",132000.0,75.0,350.0,115592.19,16407.809999999998
Mahmutlar,"1+1",132000.0,60.0,400.0,115592.19,16407.809999999998
Alanya(Center),"2+1",220000.0,74.0,350.0,203551.52,16448.48000000001
Alanya(Center),"2+1",220000.0,100.0,100.0,203551.52,16448.48000000001
Payallar,"1+1",108000.0,55.0,2000.0,91518.52,16481.479999999996
Oba,"1+1",149000.0,55.0,2300.0,132396.36,16603.640000000014
Kestel,"1+1",163000.0,55.0,200.0,145889.58,17110.420000000013
Mahmutlar,"2+1",181500.0,110.0,250.0,164145.71,17354.290000000008
Mahmutlar,"3+1",283500.0,165.0,3000.0,266088.24,17411.76000000001
Oba,"1+1",150000.0,50.0,1500.0,132396.36,17603.640000000014
Tosmur,"2+1",184000.0,105.0,50.0,165903.23,18096.76999999999
Kargıcak,"1+1",167500.0,57.0,300.0,149085.94,18414.059999999998
Payallar,"1+1",110000.0,54.0,2000.0,91518.52,18481.479999999996
Payallar,"1+1",110000.0,112.0,2000.0,91518.52,18481.479999999996
Avsallar,"4+1",304500.0,150.0,1000.0,286000.0,18500.0
Mahmutlar,"1+0",95500.0,45.0,50.0,76200.0,19300.0
Mahmutlar,"1+1",135000.0,60.0,800.0,115592.19,19407.809999999998
Avsallar,"1+1",114000.0,55.0,1000.0,94188.54,19811.460000000006
Kestel,"5+1",341000.0,240.0,250.0,321166.67,19833.330000000016
Oba,"1+1",152500.0,51.0,2000.0,132396.36,20103.640000000014
Kestel,"3+1",241500.0,230.0,300.0,221000.0,20500.0
Alanya(Center),"1+1",189000.0,57.0,150.0,168298.97,20701.03
Alanya(Center),"1+1",189000.0,52.0,400.0,168298.97,20701.03
Avsallar,"1+1",115000.0,57.0,900.0,94188.54,20811.460000000006
Avsallar,"1+1",115000.0,60.0,1200.0,94188.54,20811.460000000006
Avsallar,"1+1",115000.0,50.0,1500.0,94188.54,20811.460000000006
Mahmutlar,"1+1",136500.0,65.0,120.0,115592.19,20907.809999999998
Mahmutlar,"1+1",136500.0,65.0,600.0,115592.19,20907.809999999998
Mahmutlar,"1+1",136500.0,57.0,600.0,115592.19,20907.809999999998
Kestel,"3+1",242000.0,140.0,200.0,221000.0,21000.0
Alanya(Center),"1+1",189500.0,60.0,650.0,168298.97,21201.03
Alanya(Center),"1+1",189500.0,67.0,450.0,168298.97,21201.03
Avsallar,"1+1",115500.0,55.0,900.0,94188.54,21311.460000000006
Oba,"1+1",154000.0,55.0,2000.0,132396.36,21603.640000000014
Alanya(Center),"1+1",190000.0,62.0,600.0,168298.97,21701.03
Oba,"3+1",299500.0,250.0,250.0,277600.0,21900.0
Türkler,"1+1",180000.0,54.0,200.0,157666.67,22333.329999999987
Gazipaşa,"1+1",119000.0,51.0,2400.0,96399.06,22600.940000000002
Oba,"1+1",155000.0,67.0,550.0,132396.36,22603.640000000014
Oba,"1+1",155000.0,45.0,1800.0,132396.36,22603.640000000014
Avsallar,"1+1",117000.0,58.0,1200.0,94188.54,22811.460000000006
